{'price': '100', 'systime': '10:30:00', 'code': 'A', 'number': '0', 'ltime': '无', 'bidinfo': '上半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:54', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:55', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:55', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:56', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:56', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:57', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:57', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:58', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:58', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:13:59', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:00', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:00', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:00', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:01', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:02', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:02', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:02', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:03', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:03', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:04', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:04', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:05', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:06', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:06', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:06', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:07', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:07', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:08', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:08', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:09', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:09', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:10', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:10', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:11', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:11', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:12', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:12', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:13', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:13', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:14', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:14', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:15', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:15', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:16', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:16', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:17', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:17', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:18', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:18', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:19', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:19', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:20', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:20', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:21', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:21', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:22', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:22', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:23', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:23', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:24', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:24', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:25', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:25', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:26', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:26', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:27', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:27', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:28', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:28', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:29', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:29', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:30', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:30', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:31', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:31', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:32', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:32', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:33', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:33', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:34', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:34', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:35', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:35', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:36', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:36', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:37', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:38', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:38', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:38', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:39', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:40', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:40', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:41', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:41', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:42', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:42', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:43', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:43', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:44', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:44', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:45', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:45', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:46', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:46', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:47', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:47', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:48', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:48', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:49', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:49', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:50', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:50', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:51', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:51', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:52', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:52', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:53', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:53', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:54', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:54', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:55', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:55', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:56', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:56', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:57', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:57', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:58', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:58', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:59', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:14:59', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:00', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:00', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:01', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:01', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:02', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:02', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:03', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:03', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:04', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:04', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:05', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:05', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:06', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:06', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:07', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:07', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:08', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:08', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:09', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:09', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:10', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:10', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:11', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:11', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:12', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:12', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:13', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:13', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:14', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:14', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:15', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:15', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:16', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:16', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:17', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:17', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:18', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:18', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:19', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:19', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:20', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:20', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:21', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:21', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:22', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:22', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:23', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:23', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:24', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:24', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:25', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:25', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:26', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:26', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:27', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:27', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:28', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:28', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:29', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:29', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:30', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:30', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:31', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:31', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:32', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:32', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:33', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:33', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:34', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:34', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:35', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:35', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:36', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:36', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:37', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:37', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:38', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:38', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:39', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:39', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
{'price': '72600', 'hprice': '72900', 'systime': '11:15:40', 'code': 'B', 'ltime': '10:30:09', 'bidinfo': '下半场'}
